0.313,0.824
0.625,0.585
0.823,0.456
0.695,0.224
0.819,0.686
0.287,0.804
0.824,0.570
0.605,0.521
0.437,0.296
0.277,0.811
0.223,0.553
0.314,0.881
0.791,0.343
0.593,0.767
0.795,0.676
0.368,0.473
0.220,0.562
0.562,0.747
0.232,0.686
0.616,0.202
0.684,0.258
0.392,0.482
0.395,0.864
0.419,0.480
0.403,0.319
0.306,0.849
0.707,0.211
0.328,0.881
0.237,0.646
0.845,0.478
0.583,0.713
0.605,0.665
0.473,0.856
0.245,0.748
0.593,0.532
0.728,0.242
0.723,0.248
0.217,0.699
0.615,0.240
0.398,0.870
0.244,0.820
0.824,0.481
0.792,0.326
0.442,0.878
0.354,0.859
0.215,0.642
0.319,0.893
0.484,0.810
0.525,0.853
0.835,0.713
0.812,0.718
0.622,0.563
0.850,0.493
0.819,0.667
0.579,0.727
0.574,0.283
0.820,0.533
0.243,0.755
0.307,0.872
0.835,0.452
0.611,0.675
0.540,0.214
0.393,0.620
0.593,0.663
0.815,0.333
0.714,0.206
0.267,0.785
0.217,0.630
0.260,0.800
0.449,0.880
0.403,0.523
0.463,0.335
0.381,0.667
0.240,0.540
0.842,0.392
0.367,0.553
0.215,0.606
0.212,0.567
0.489,0.819
0.217,0.687
0.213,0.594
0.842,0.419
0.841,0.545
0.581,0.672
0.397,0.506
0.822,0.470
0.640,0.593
0.448,0.376
0.845,0.699
0.342,0.889
0.602,0.678
0.810,0.654
0.712,0.226
0.329,0.880
0.418,0.380
0.636,0.704
0.762,0.256
0.838,0.398
0.362,0.655
0.798,0.331
0.598,0.747
0.593,0.666
0.596,0.566
0.237,0.647
0.317,0.862
0.445,0.374
0.377,0.526
0.595,0.608
0.328,0.873
0.607,0.662
0.230,0.569
0.253,0.742
0.691,0.204
0.818,0.672
0.236,0.749
0.406,0.588
0.197,0.625
0.377,0.870
0.593,0.662
0.663,0.209
0.829,0.538
0.263,0.797
0.533,0.250
0.407,0.851
0.377,0.848
0.811,0.701
0.408,0.422
0.374,0.580
0.225,0.700
0.453,0.342
0.529,0.760
0.232,0.553
0.232,0.660
0.209,0.743
0.525,0.841
0.414,0.468
0.558,0.821
0.577,0.714
0.467,0.842
0.382,0.414
0.829,0.657
0.824,0.622
0.603,0.260
0.832,0.456
0.618,0.576
0.340,0.874
0.605,0.591
0.611,0.229
0.571,0.804
0.542,0.212
0.780,0.278
0.507,0.171
0.406,0.903
0.245,0.618
0.591,0.722
0.735,0.243
0.236,0.748
0.397,0.589
0.597,0.526
0.732,0.298
0.275,0.811
0.828,0.491
0.465,0.326
0.782,0.224
0.249,0.824
0.225,0.538
0.591,0.226
0.221,0.647
0.609,0.699
0.822,0.702
0.209,0.558
0.395,0.486
0.233,0.624
0.706,0.250
0.280,0.813
0.384,0.582
0.395,0.630
0.419,0.345
0.613,0.681
0.518,0.783
0.844,0.455
0.192,0.677
0.761,0.294
0.470,0.867
0.215,0.629
0.817,0.388
0.378,0.876
0.746,0.257
0.357,0.885
0.362,0.866
0.387,0.415
0.838,0.437
0.570,0.812
0.207,0.604
0.583,0.713
0.813,0.341
0.843,0.580
0.794,0.273
0.754,0.240
0.353,0.866
0.214,0.565
0.515,0.836
0.239,0.798
0.475,0.322
0.479,0.856
0.424,0.388
0.856,0.432
0.444,0.370
0.670,0.208
0.228,0.576
0.206,0.689
0.411,0.638
0.381,0.391
0.296,0.869
0.368,0.539
0.506,0.858
0.790,0.363
0.363,0.620
0.214,0.674
0.382,0.837
0.830,0.405
0.829,0.519
0.241,0.753
0.221,0.609
0.834,0.583
0.219,0.638
0.219,0.635
0.411,0.824
0.386,0.554
0.826,0.600
0.824,0.640
0.454,0.320
0.656,0.254
0.550,0.730
0.826,0.423
0.454,0.372
0.213,0.595
0.240,0.724
0.374,0.480
0.405,0.388
0.832,0.552
0.220,0.780
0.810,0.290
0.243,0.710
0.244,0.573
0.544,0.768
0.383,0.563
0.394,0.502
0.222,0.591
0.306,0.878
0.562,0.739
0.288,0.832
0.452,0.866
0.850,0.472
0.235,0.759
0.597,0.664
0.798,0.306
0.538,0.810
0.414,0.613
0.830,0.726
0.592,0.633
0.400,0.549
0.427,0.268
0.793,0.331
0.378,0.643
0.222,0.591
0.784,0.254
0.835,0.590
0.809,0.528
0.242,0.712
0.530,0.850
0.548,0.762
0.456,0.296
0.552,0.763
0.584,0.680
0.809,0.255
0.600,0.232
0.534,0.824
0.386,0.590
0.343,0.872
0.413,0.849
0.652,0.236
0.817,0.442
0.373,0.455
0.218,0.623
0.535,0.840
0.386,0.594
0.830,0.363
0.229,0.568
0.526,0.858
0.402,0.448
0.578,0.743
0.756,0.269
0.507,0.287
0.401,0.878
0.806,0.325
0.207,0.655
0.301,0.823
0.315,0.845
0.751,0.217
0.415,0.395
0.380,0.455
0.225,0.703
0.830,0.440
0.236,0.558
0.827,0.416
0.395,0.474
0.832,0.332
0.721,0.237
0.367,0.559
0.725,0.207
0.826,0.544
0.601,0.692
0.512,0.198
0.219,0.664
0.830,0.649
0.819,0.493
0.285,0.828
0.676,0.193
0.508,0.847
0.225,0.598
0.463,0.263
0.821,0.414
0.544,0.765
0.584,0.542
0.736,0.203
0.598,0.197
0.546,0.792
0.355,0.864
0.603,0.287
0.872,0.618
0.373,0.507
0.612,0.694
0.529,0.230
0.751,0.284
0.592,0.673
0.812,0.331
0.523,0.842
0.788,0.240
0.574,0.794
0.300,0.843
0.220,0.625
0.272,0.801
0.536,0.804
0.831,0.493
0.466,0.356
0.382,0.669
0.382,0.604
0.717,0.245
0.849,0.631
0.423,0.845
0.208,0.594
0.839,0.648
0.634,0.553
0.278,0.801
0.377,0.544
0.221,0.556
0.824,0.635
0.666,0.223
0.715,0.250
0.549,0.768
0.844,0.537
0.325,0.851
0.230,0.685
0.276,0.825
0.384,0.521
0.590,0.587
0.492,0.332
0.826,0.348
0.250,0.579
0.356,0.456
0.613,0.554
0.312,0.842
0.456,0.854
0.451,0.819
0.793,0.351
0.332,0.828
0.390,0.526
0.334,0.851
0.344,0.898
0.221,0.616
0.684,0.244
0.677,0.261
0.396,0.589
0.520,0.808
0.595,0.618
0.401,0.865
0.578,0.729
0.812,0.253
0.719,0.225
0.803,0.424
0.376,0.602
0.360,0.889
0.274,0.795
0.349,0.892
0.613,0.558
0.816,0.545
0.633,0.257
0.610,0.564
0.721,0.252
0.598,0.765
0.393,0.473
0.603,0.526
0.849,0.601
0.479,0.861
0.615,0.250
0.287,0.836
0.826,0.557
0.633,0.585
0.339,0.855
0.368,0.586
0.267,0.794
0.782,0.305
0.221,0.599
0.865,0.450
0.234,0.539
0.599,0.549
0.381,0.872
0.485,0.850
0.822,0.600
0.662,0.213
0.375,0.493
0.615,0.581
0.611,0.677
0.223,0.559
0.407,0.667
0.294,0.783
0.273,0.788
0.454,0.889
0.401,0.333
0.835,0.641
0.290,0.860
0.392,0.643
0.244,0.588
0.231,0.709
0.310,0.848
0.803,0.335
0.809,0.345
0.462,0.309
0.818,0.421
0.819,0.638
0.610,0.685
0.558,0.762
0.830,0.382
0.292,0.830
0.532,0.813
0.406,0.370
0.359,0.483
0.374,0.380
0.237,0.737
0.568,0.734
0.833,0.657
0.218,0.597
0.838,0.545
0.524,0.856
0.570,0.213
0.798,0.293
0.385,0.583
0.645,0.255
0.541,0.194
0.268,0.814
0.626,0.559
0.237,0.597
0.808,0.311
0.210,0.621
0.231,0.580
0.379,0.435
0.219,0.709
0.595,0.822
0.826,0.405
0.803,0.699
0.778,0.223
0.813,0.358
0.379,0.463
0.582,0.717
0.835,0.350
0.436,0.357
0.388,0.412
0.432,0.398
0.407,0.348
0.351,0.499
0.388,0.532
0.272,0.822
0.240,0.745
0.385,0.640
0.589,0.583
0.565,0.775
0.638,0.255
0.297,0.844
0.441,0.344
0.502,0.854
0.843,0.565
0.330,0.855
0.644,0.200
0.386,0.877
0.709,0.211
0.232,0.720
0.547,0.231
0.290,0.835
0.400,0.485
0.383,0.872
0.574,0.836
0.423,0.588
0.831,0.696
0.487,0.229
0.566,0.249
0.818,0.674
0.793,0.360
0.397,0.596
0.513,0.187
0.224,0.560
0.576,0.757
0.388,0.419
0.780,0.276
0.335,0.831
0.817,0.712
0.586,0.550
0.257,0.728
0.587,0.596
0.218,0.523
0.596,0.702
0.259,0.743
0.416,0.865
0.505,0.815
0.507,0.841
0.569,0.767
0.486,0.314
0.424,0.296
0.440,0.407
0.739,0.251
0.226,0.527
0.613,0.170
0.232,0.794
0.616,0.554
0.230,0.710
0.399,0.888
0.481,0.318
0.362,0.878
0.376,0.610
0.501,0.304
0.751,0.278
0.398,0.504
0.228,0.770
0.366,0.909
0.471,0.347
0.517,0.834
0.583,0.788
0.271,0.791
0.814,0.616
0.464,0.326
0.764,0.240
0.523,0.213
0.785,0.328
0.362,0.614
0.477,0.821
0.400,0.644
0.812,0.421
0.843,0.697
0.581,0.805
0.462,0.333
0.376,0.398
0.647,0.209
0.826,0.548
0.457,0.870
0.791,0.388
0.640,0.609
0.484,0.340
0.432,0.296
0.703,0.212
0.263,0.757
0.821,0.644
0.671,0.259
0.398,0.892
0.507,0.852
0.780,0.358
0.322,0.868
0.545,0.822
0.786,0.295
0.219,0.653
0.422,0.456
0.274,0.772
0.387,0.462
0.812,0.590
0.591,0.203
0.208,0.602
0.577,0.795
0.824,0.487
0.196,0.552
0.361,0.471
0.226,0.651
0.355,0.835
0.378,0.603
0.433,0.882
0.575,0.609
0.620,0.566
0.577,0.679
0.399,0.625
0.810,0.344
0.836,0.646
0.409,0.915
0.635,0.593
0.563,0.770
0.351,0.846
0.610,0.568
0.375,0.834
0.716,0.253
0.255,0.835
0.387,0.915
0.219,0.606
0.347,0.876
0.333,0.839
0.243,0.807
0.256,0.553
0.820,0.600
0.251,0.787
0.407,0.455
0.528,0.276
0.499,0.876
0.395,0.618
0.519,0.264
0.606,0.578
0.563,0.743
0.222,0.535
0.633,0.527
0.252,0.736
0.486,0.867
0.443,0.840
0.845,0.452
0.574,0.795
0.291,0.806
0.442,0.285
0.569,0.281
0.752,0.254
0.815,0.405
0.583,0.583
0.396,0.672
0.813,0.573
0.381,0.566
0.717,0.259
0.573,0.821
0.823,0.372
0.561,0.792
0.477,0.846
0.621,0.609
0.212,0.651
0.231,0.591
0.707,0.227
0.542,0.780
0.268,0.831
0.783,0.295
0.607,0.587
0.295,0.889
0.319,0.831
0.741,0.205
0.712,0.232
0.295,0.828
0.394,0.680
0.235,0.689
0.533,0.793
0.714,0.222
0.335,0.891
0.801,0.339
0.430,0.878
0.221,0.714
0.822,0.411
0.569,0.784
0.404,0.866
0.580,0.688
0.608,0.674
0.234,0.538
0.760,0.280
0.387,0.672
0.741,0.222
0.300,0.835
0.345,0.868
0.828,0.714
0.195,0.666
0.549,0.240
0.840,0.413
0.205,0.626
0.255,0.792
0.808,0.380
0.552,0.787
0.600,0.620
0.227,0.600
0.598,0.718
0.829,0.441
0.235,0.546
0.814,0.456
0.668,0.221
0.854,0.553
0.442,0.318
0.450,0.904
0.607,0.677
0.579,0.717
0.358,0.628
0.385,0.633
0.230,0.592
0.536,0.260
0.781,0.278
0.818,0.684
0.370,0.885
0.225,0.763
0.577,0.833
0.211,0.582
0.698,0.240
0.391,0.504
0.243,0.733
0.228,0.746
0.746,0.236
0.804,0.313
0.681,0.227
0.844,0.473
0.616,0.520
0.436,0.414
0.245,0.586
0.577,0.557
0.546,0.769
0.307,0.846
0.818,0.631
0.861,0.585
0.862,0.508
0.588,0.719
0.218,0.590
0.241,0.565
0.818,0.433
0.636,0.229
0.237,0.598
0.713,0.218
0.398,0.531
0.798,0.367
0.832,0.622
0.612,0.257
0.828,0.554
0.555,0.678
0.460,0.874
0.491,0.816
0.581,0.703
0.391,0.626
0.638,0.249
0.829,0.654
0.211,0.594
0.813,0.647
0.581,0.778
0.416,0.340
0.615,0.547
0.716,0.205
0.599,0.648
0.336,0.849
0.362,0.879
0.810,0.339
0.582,0.556
0.310,0.829
0.252,0.805
0.448,0.863
0.504,0.819
0.489,0.290
0.325,0.877
0.518,0.803
0.569,0.734
0.218,0.664
0.232,0.754
0.296,0.803
0.851,0.496
0.577,0.712
0.492,0.844
0.526,0.237
0.353,0.512
0.385,0.638
0.730,0.250
0.220,0.675
0.251,0.691
0.548,0.803
0.864,0.458
0.589,0.537
0.816,0.347
0.531,0.819
0.446,0.297
0.252,0.828
0.597,0.618
0.581,0.586
0.378,0.572
0.400,0.520
0.695,0.266
0.261,0.810
0.610,0.583
0.390,0.610
0.789,0.287
0.526,0.840
0.632,0.228
0.632,0.543
0.229,0.532
0.410,0.479
0.223,0.534
0.407,0.264
0.791,0.305
0.762,0.287
0.551,0.790
0.596,0.614
0.418,0.217
0.754,0.232
0.842,0.417
0.496,0.309
0.426,0.852
0.821,0.613
0.590,0.555
0.744,0.239
0.399,0.408
0.532,0.220
0.810,0.689
0.606,0.208
0.233,0.767
0.593,0.238
0.281,0.786
0.542,0.841
0.229,0.744
0.207,0.627
0.421,0.392
0.216,0.526
0.374,0.862
0.610,0.615
0.221,0.584
0.797,0.275
0.854,0.602
0.831,0.547
0.244,0.761
0.824,0.496
0.243,0.796
0.281,0.780
0.834,0.480
0.810,0.633
0.382,0.879
0.482,0.299
0.837,0.515
0.202,0.661
0.734,0.221
0.776,0.337
0.508,0.820
0.459,0.891
0.635,0.629
0.583,0.238
0.498,0.287
0.222,0.568
0.287,0.858
0.226,0.537
0.594,0.606
0.242,0.584
0.363,0.558
0.537,0.204
0.452,0.346
0.777,0.234
0.361,0.536
0.531,0.198
0.514,0.844
0.219,0.603
0.823,0.397
0.534,0.821
0.595,0.587
0.407,0.662
0.567,0.838
0.840,0.662
0.377,0.639
0.812,0.361
0.606,0.740
0.387,0.529
0.445,0.870
0.584,0.561
0.550,0.757
0.533,0.210
0.788,0.298
0.265,0.815
0.282,0.801
0.422,0.866
0.567,0.773
0.474,0.358
0.753,0.225
0.270,0.821
0.299,0.818
0.461,0.384
0.575,0.745
0.372,0.680
0.232,0.761
0.236,0.802
0.597,0.574
0.847,0.327
0.824,0.559
0.592,0.542
0.364,0.498
0.520,0.814
0.847,0.472
0.610,0.621
0.432,0.265
0.418,0.837
0.239,0.768
0.810,0.433
0.799,0.442
0.393,0.636
0.824,0.419
0.781,0.318
0.266,0.776
0.570,0.624
0.398,0.637
0.428,0.831
0.320,0.892
0.622,0.747
0.777,0.321
0.797,0.316
0.387,0.899
0.382,0.502
0.647,0.578
0.256,0.790
0.580,0.735
0.224,0.602
0.580,0.275
0.284,0.854
0.318,0.863
0.840,0.553
0.359,0.873
0.581,0.752
0.826,0.700
0.594,0.645
0.389,0.652
0.412,0.473
0.416,0.419
0.548,0.776
0.835,0.401
0.805,0.333
0.449,0.878
0.200,0.663
0.672,0.215
0.774,0.305
0.464,0.853
0.335,0.848
0.533,0.231
0.253,0.786
0.615,0.557
0.289,0.878
0.451,0.848
0.824,0.394
0.601,0.265
0.383,0.680
0.592,0.647
0.219,0.622
0.584,0.689
0.502,0.356
0.626,0.643
0.784,0.300
0.810,0.306
0.605,0.803
0.436,0.238
0.592,0.596
0.222,0.703
0.613,0.686
0.248,0.544
0.219,0.564
0.849,0.595
0.263,0.829
0.668,0.245
0.380,0.652
0.245,0.637
0.828,0.524
0.407,0.856
0.332,0.874
0.850,0.582
0.400,0.477
0.836,0.542
0.488,0.310
0.794,0.314
0.422,0.445
0.229,0.546
0.298,0.804
0.710,0.221
0.809,0.697
0.596,0.737
0.834,0.469
0.369,0.594
0.566,0.839
0.270,0.819
0.411,0.306
0.384,0.560
0.247,0.789
0.431,0.881
0.375,0.455
0.209,0.611
0.488,0.786
0.626,0.568
0.843,0.650
0.601,0.674
0.396,0.610
0.411,0.861
0.409,0.414
0.381,0.892
0.721,0.204
0.379,0.471
0.586,0.669
0.401,0.877
0.846,0.413
0.820,0.570
0.322,0.875
0.451,0.379
0.842,0.472
0.330,0.847
0.441,0.390
0.542,0.788
0.803,0.355
0.313,0.825
0.394,0.483
0.280,0.820
0.256,0.745
0.273,0.795
0.809,0.525
0.796,0.354
0.375,0.511
0.511,0.831
0.623,0.270
0.234,0.741
0.806,0.387
0.301,0.876
0.384,0.457
0.477,0.194
0.535,0.242
0.382,0.860
0.342,0.870
0.214,0.784
0.830,0.671
0.432,0.372
0.350,0.857
0.373,0.601
0.603,0.525
0.404,0.435
0.726,0.258
0.670,0.244
0.449,0.858
0.597,0.616
0.498,0.283
0.208,0.560
0.484,0.831
0.385,0.655
0.214,0.777
0.328,0.845
0.615,0.263
0.331,0.854
0.336,0.863
0.471,0.865
0.459,0.288
0.577,0.757
0.836,0.612
0.828,0.701
0.817,0.525
0.792,0.317
0.568,0.807
0.663,0.230
0.395,0.894
0.591,0.560
0.837,0.480
0.763,0.254
0.506,0.810
0.460,0.852
0.837,0.524
0.259,0.818
0.466,0.867
0.370,0.609
0.399,0.879
0.822,0.368
0.230,0.582
0.207,0.523
0.408,0.893
0.415,0.532
0.599,0.574
0.570,0.614
0.834,0.639
0.474,0.830
0.544,0.259
0.700,0.256
0.793,0.335
0.551,0.262
0.603,0.680
0.304,0.867
0.543,0.251
0.213,0.620
0.426,0.341
0.421,0.869
0.309,0.840
0.825,0.497
0.825,0.695
0.589,0.210
0.359,0.395
0.408,0.297
0.270,0.859
0.573,0.751
0.238,0.557
0.453,0.452
0.216,0.577
0.637,0.248
0.637,0.548
0.785,0.266
0.261,0.831
0.588,0.694
0.594,0.540
0.384,0.528
0.261,0.813
0.598,0.260
0.581,0.267
0.230,0.671
0.273,0.815
0.823,0.680
0.329,0.829
0.243,0.587
0.216,0.572
0.705,0.247
0.559,0.243
0.719,0.206
0.569,0.722
0.470,0.283
0.832,0.414
0.239,0.563
0.239,0.550
0.550,0.232
0.483,0.225
0.644,0.206
0.470,0.877
0.843,0.679
0.392,0.578
0.212,0.564
0.373,0.662
0.417,0.859
0.250,0.688
0.394,0.864
0.371,0.884
0.369,0.614
0.439,0.872
0.407,0.862
0.212,0.629
0.585,0.605
0.215,0.583
0.471,0.268
0.397,0.499
0.378,0.850
0.813,0.613
0.820,0.705
0.389,0.473
0.280,0.819
0.229,0.772
0.292,0.823
0.293,0.841
0.372,0.449
0.348,0.907
0.236,0.607
0.413,0.303
0.360,0.640
0.414,0.531
0.275,0.786
0.790,0.225
0.213,0.609
0.778,0.311
0.587,0.606
0.813,0.294
0.828,0.437
0.417,0.309
0.272,0.810
0.732,0.231
0.210,0.570
0.211,0.679
0.616,0.633
0.183,0.657
0.660,0.216
0.513,0.233
0.520,0.816
0.390,0.524
0.572,0.182
0.370,0.656
0.444,0.325
0.237,0.643
0.206,0.570
0.434,0.326
0.392,0.533
0.452,0.864
0.578,0.622
0.481,0.911
0.765,0.253
0.829,0.289
0.451,0.361
0.421,0.366
0.504,0.308
0.431,0.877
0.625,0.177
0.210,0.682
0.384,0.593
0.303,0.866
0.595,0.795
0.430,0.337
0.324,0.858
0.224,0.630
0.852,0.697
0.449,0.338
0.308,0.825
0.237,0.739
0.323,0.854
0.513,0.216
0.359,0.916
0.458,0.332
0.572,0.740
0.428,0.891
0.429,0.848
0.813,0.399
0.350,0.848
0.415,0.854
0.826,0.635
0.319,0.887
0.849,0.553
0.613,0.637
0.831,0.570
0.596,0.735
0.215,0.614
0.247,0.824
0.256,0.754
0.392,0.527
0.357,0.452
0.563,0.278
0.251,0.757
0.593,0.558
0.413,0.872
0.743,0.306
0.613,0.655
0.236,0.609
0.232,0.653
0.757,0.287
0.804,0.309
0.244,0.749
0.396,0.476
0.303,0.865
0.436,0.855
0.390,0.532
0.598,0.702
0.600,0.529
0.398,0.606
0.849,0.432
0.500,0.248
0.845,0.539
0.587,0.617
0.237,0.559
0.510,0.253
0.743,0.272
0.817,0.679
0.422,0.852
0.792,0.290
0.809,0.361
0.476,0.346
0.615,0.580
0.543,0.785
0.840,0.492
0.824,0.678
0.240,0.591
0.224,0.656
0.233,0.687
0.412,0.914
0.236,0.699
0.663,0.253
0.607,0.682
0.835,0.348
0.267,0.800
0.815,0.422
0.237,0.552
0.753,0.338
0.469,0.867
0.614,0.541
0.484,0.855
0.244,0.756
0.568,0.741
0.805,0.310
0.237,0.751
0.459,0.351
0.230,0.571
0.260,0.600
0.833,0.439
0.817,0.602
0.223,0.648
0.465,0.863
0.588,0.559
0.477,0.888
0.576,0.661
0.397,0.455
0.833,0.643
0.347,0.556
0.817,0.407
0.251,0.658
0.515,0.814
0.772,0.305
0.804,0.418
0.842,0.408
0.819,0.616
0.600,0.673
0.832,0.385
0.623,0.649
0.381,0.529
0.250,0.704
0.520,0.826
0.818,0.653
0.399,0.478
0.724,0.186
0.310,0.841
0.236,0.599
0.322,0.905
0.232,0.555
0.452,0.862
0.615,0.573
0.572,0.749
0.838,0.459
0.611,0.266
0.855,0.526
0.394,0.608
0.576,0.770
0.405,0.665
0.499,0.825
0.434,0.400
0.237,0.574
0.352,0.886
0.543,0.223
0.227,0.677
0.227,0.668
0.834,0.362
0.609,0.649
0.592,0.824
0.578,0.577
0.539,0.256
0.347,0.885
0.376,0.609
0.668,0.236
0.832,0.580
0.521,0.840
0.600,0.660
0.399,0.531
0.608,0.760
0.575,0.233
0.317,0.868
0.413,0.600
0.839,0.668
0.232,0.524
0.473,0.835
0.792,0.287
0.765,0.243
0.503,0.255
0.292,0.797
0.224,0.593
0.211,0.672
0.820,0.317
0.807,0.260
0.398,0.417
0.385,0.526
0.480,0.308
0.265,0.793
0.402,0.410
0.428,0.303
0.208,0.622
0.398,0.893
0.617,0.597
0.829,0.456
0.564,0.766
0.412,0.429
0.227,0.578
0.448,0.317
0.772,0.279
0.710,0.259
0.376,0.490
0.577,0.273
0.830,0.708
0.400,0.484
0.601,0.682
0.584,0.698
0.576,0.762
0.408,0.374
0.417,0.304
0.392,0.639
0.214,0.593
0.619,0.252
0.538,0.834
0.507,0.294
0.511,0.845
0.574,0.701
0.252,0.794
0.301,0.810
0.591,0.733
0.818,0.669
0.401,0.539
0.310,0.869
0.213,0.714
0.824,0.482
0.540,0.789
0.591,0.714
0.709,0.219
0.219,0.786
0.338,0.860
0.387,0.445
0.312,0.819
0.841,0.725
0.381,0.878
0.606,0.626
0.831,0.649
0.217,0.710
0.620,0.272
0.371,0.863
0.599,0.560
0.550,0.794
0.274,0.834
0.399,0.672
0.529,0.241
0.584,0.641
0.603,0.659
0.454,0.857
0.799,0.227
0.601,0.580
0.828,0.509
0.620,0.538
0.795,0.344
0.248,0.704
0.529,0.258
0.386,0.576
0.824,0.661
0.216,0.613
0.804,0.435
0.825,0.470
0.606,0.715
0.541,0.240
0.835,0.507
0.228,0.615
0.418,0.481
0.282,0.814
